Time(s),0.00Hz_dB,86.13Hz_dB,172.27Hz_dB,258.40Hz_dB,344.53Hz_dB,430.66Hz_dB,516.80Hz_dB,602.93Hz_dB,689.06Hz_dB,775.20Hz_dB,861.33Hz_dB,947.46Hz_dB,1033.59Hz_dB,1119.73Hz_dB,1205.86Hz_dB,1291.99Hz_dB,1378.12Hz_dB,1464.26Hz_dB,1550.39Hz_dB,1636.52Hz_dB,1722.66Hz_dB,1808.79Hz_dB,1894.92Hz_dB,1981.05Hz_dB,2067.19Hz_dB,2153.32Hz_dB,2239.45Hz_dB,2325.59Hz_dB,2411.72Hz_dB,2497.85Hz_dB,2583.98Hz_dB,2670.12Hz_dB,2756.25Hz_dB,2842.38Hz_dB,2928.52Hz_dB,3014.65Hz_dB,3100.78Hz_dB,3186.91Hz_dB,3273.05Hz_dB,3359.18Hz_dB,3445.31Hz_dB,3531.45Hz_dB,3617.58Hz_dB,3703.71Hz_dB,3789.84Hz_dB,3875.98Hz_dB,3962.11Hz_dB,4048.24Hz_dB,4134.38Hz_dB,4220.51Hz_dB,4306.64Hz_dB,4392.77Hz_dB,4478.91Hz_dB,4565.04Hz_dB,4651.17Hz_dB,4737.30Hz_dB,4823.44Hz_dB,4909.57Hz_dB,4995.70Hz_dB,5081.84Hz_dB,5167.97Hz_dB,5254.10Hz_dB,5340.23Hz_dB,5426.37Hz_dB,5512.50Hz_dB,5598.63Hz_dB,5684.77Hz_dB,5770.90Hz_dB,5857.03Hz_dB,5943.16Hz_dB,6029.30Hz_dB,6115.43Hz_dB,6201.56Hz_dB,6287.70Hz_dB,6373.83Hz_dB,6459.96Hz_dB,6546.09Hz_dB,6632.23Hz_dB,6718.36Hz_dB,6804.49Hz_dB,6890.62Hz_dB,6976.76Hz_dB,7062.89Hz_dB,7149.02Hz_dB,7235.16Hz_dB,7321.29Hz_dB,7407.42Hz_dB,7493.55Hz_dB,7579.69Hz_dB,7665.82Hz_dB,7751.95Hz_dB,7838.09Hz_dB,7924.22Hz_dB,8010.35Hz_dB,8096.48Hz_dB,8182.62Hz_dB,8268.75Hz_dB,8354.88Hz_dB,8441.02Hz_dB,8527.15Hz_dB,8613.28Hz_dB,8699.41Hz_dB,8785.55Hz_dB,8871.68Hz_dB,8957.81Hz_dB,9043.95Hz_dB,9130.08Hz_dB,9216.21Hz_dB,9302.34Hz_dB,9388.48Hz_dB,9474.61Hz_dB,9560.74Hz_dB,9646.88Hz_dB,9733.01Hz_dB,9819.14Hz_dB,9905.27Hz_dB,9991.41Hz_dB,10077.54Hz_dB,10163.67Hz_dB,10249.80Hz_dB,10335.94Hz_dB,10422.07Hz_dB,10508.20Hz_dB,10594.34Hz_dB,10680.47Hz_dB,10766.60Hz_dB,10852.73Hz_dB,10938.87Hz_dB,11025.00Hz_dB
4.555805,4.294253,168.637255,47.160210,19.385079,4.194193,12.904414,13.445004,4.528201,8.620116,4.205912,10.146779,17.401593,8.965669,4.220406,3.945251,10.691424,18.206212,8.431935,1.025030,5.292437,9.580760,4.358397,3.250727,2.429981,0.887943,1.232843,1.660176,0.612648,0.453475,0.431009,0.371683,0.956642,0.660571,0.318138,0.459614,0.345442,0.270463,0.406862,0.577400,0.606742,0.231890,0.118780,0.267212,0.250456,0.261036,0.358724,0.264575,0.063837,0.112571,0.353057,0.133844,0.082545,0.112794,0.077317,0.165769,0.101831,0.037636,0.080456,0.076232,0.054747,0.123321,0.084894,0.069706,0.116263,0.081211,0.036129,0.055197,0.032290,0.066847,0.098433,0.086889,0.060762,0.079687,0.106770,0.052951,0.031734,0.036766,0.032689,0.064375,0.048406,0.026756,0.044294,0.068349,0.058329,0.045444,0.054626,0.038380,0.024775,0.020682,0.016598,0.007096,0.006203,0.005837,0.004078,0.003240,0.002472,0.001653,0.001752,0.001204,0.000777,0.000390,0.000206,0.000092,0.000043,0.000025,0.000008,0.000022,0.000016,0.000003,0.000007,0.000007,0.000006,0.000010,0.000021,0.000007,0.000006,0.000028,0.000034,0.000016,0.000034,0.000046,0.000030,0.000027,0.000026,0.000003,0.000025,0.000016,0.000028,0.000009
4.605805,44.538030,213.016023,140.460698,72.977208,13.101604,9.125642,5.854384,11.005242,17.732992,8.426589,18.357170,10.691427,5.855525,5.102885,6.755332,7.500841,5.746913,5.047037,1.180145,1.088883,1.162475,0.705147,1.844145,2.772626,1.621130,1.681301,0.434205,0.533958,1.074696,1.360243,1.308013,0.478785,0.376267,0.813978,0.259852,0.130055,0.133979,0.123282,0.029530,0.039294,0.148717,0.121617,0.073313,0.025418,0.014161,0.035367,0.030498,0.018149,0.029950,0.038402,0.006978,0.016869,0.001819,0.025922,0.007784,0.008113,0.032832,0.046000,0.024382,0.003542,0.009743,0.012444,0.002207,0.002416,0.005779,0.006333,0.004652,0.006925,0.007594,0.005011,0.003010,0.000621,0.001594,0.003755,0.003999,0.007749,0.013270,0.007623,0.004009,0.004327,0.002675,0.001025,0.002520,0.001629,0.002971,0.004093,0.003139,0.001321,0.000690,0.001049,0.000750,0.000077,0.000987,0.001790,0.000478,0.000083,0.000140,0.000179,0.000055,0.000046,0.000053,0.000067,0.000029,0.000008,0.000010,0.000025,0.000022,0.000047,0.000088,0.000012,0.000022,0.000033,0.000016,0.000004,0.000018,0.000021,0.000023,0.000022,0.000028,0.000018,0.000023,0.000018,0.000020,0.000011,0.000003,0.000014,0.000029,0.000038,0.000001
4.655805,30.405252,81.041387,13.087829,2.646450,5.805349,22.472330,11.966328,2.089241,2.566322,5.122543,0.907479,1.720121,1.724358,9.199544,7.824187,6.244574,2.393097,6.362550,10.541678,6.022599,0.674319,0.201919,0.731415,0.031341,2.510798,1.230577,0.694488,0.186582,0.018114,0.313782,0.107922,0.395013,0.352295,0.180425,0.235293,0.092008,0.408517,0.765814,0.392620,0.086410,0.057191,0.034389,0.047967,0.210949,0.126586,0.114353,0.063256,0.072228,0.071902,0.006599,0.009599,0.022631,0.021276,0.002744,0.025443,0.045502,0.005993,0.017316,0.031548,0.015281,0.007186,0.023235,0.031638,0.011833,0.003596,0.002310,0.004027,0.010299,0.007708,0.009766,0.011023,0.013107,0.002545,0.000630,0.005548,0.018201,0.021868,0.007154,0.000599,0.000708,0.000817,0.000989,0.001757,0.001168,0.009401,0.006523,0.003116,0.004875,0.007600,0.006874,0.003402,0.000853,0.000127,0.000508,0.000035,0.000426,0.000579,0.000395,0.000267,0.000072,0.000079,0.000073,0.000031,0.000001,0.000005,0.000005,0.000010,0.000072,0.000036,0.000023,0.000005,0.000079,0.000045,0.000012,0.000012,0.000009,0.000024,0.000031,0.000018,0.000008,0.000033,0.000005,0.000010,0.000019,0.000026,0.000013,0.000003,0.000001,0.000003
4.705805,11.852562,454.642386,358.098372,21.845642,6.252898,5.546774,9.271410,10.652436,6.162961,4.311924,0.959444,5.571900,8.110614,1.555580,5.467317,8.548204,9.088679,8.484410,8.272095,13.439124,7.771271,1.804118,0.333805,1.060392,0.574428,0.638013,1.423385,0.121835,1.185695,1.251781,0.810009,0.534185,0.760409,0.492848,0.248810,0.153222,0.280796,0.200683,0.101668,0.030793,0.013395,0.054650,0.147427,0.054207,0.029578,0.038956,0.016260,0.010420,0.038576,0.043010,0.008103,0.040918,0.018713,0.021985,0.032741,0.012715,0.007695,0.004932,0.001770,0.004217,0.004169,0.008277,0.011655,0.013386,0.012734,0.004548,0.009433,0.005646,0.001529,0.005502,0.006230,0.005686,0.007732,0.002185,0.004062,0.007029,0.003876,0.002227,0.001479,0.002059,0.008115,0.004840,0.006110,0.003431,0.004349,0.001352,0.000379,0.001812,0.001664,0.000170,0.000725,0.001031,0.000527,0.000346,0.000358,0.000442,0.000175,0.000068,0.000193,0.000096,0.000011,0.000013,0.000017,0.000006,0.000038,0.000047,0.000015,0.000006,0.000018,0.000033,0.000013,0.000011,0.000004,0.000009,0.000009,0.000007,0.000012,0.000020,0.000014,0.000023,0.000013,0.000042,0.000028,0.000009,0.000014,0.000019,0.000010,0.000011,0.000016
4.755805,37.063026,67.679802,41.014401,16.043350,8.004460,7.974306,3.759705,1.450552,4.885193,2.519277,3.354950,5.209430,5.148544,5.228306,3.596779,4.232417,6.541461,5.271359,0.977599,7.032068,2.473109,0.378249,0.363508,1.305809,0.676024,1.582975,1.439458,1.358774,0.398260,0.039349,0.414660,0.225023,0.473892,0.614739,0.541487,0.113824,0.137804,0.330457,0.087898,0.200269,0.143461,0.069195,0.032870,0.021320,0.012640,0.027082,0.061516,0.075125,0.116257,0.103791,0.078442,0.083978,0.085635,0.057027,0.045303,0.030925,0.013824,0.014762,0.020784,0.004770,0.004246,0.010649,0.020357,0.021292,0.008893,0.007169,0.005054,0.002800,0.008809,0.005537,0.001271,0.007398,0.003713,0.004366,0.009641,0.004789,0.002344,0.001993,0.006081,0.006141,0.009168,0.007936,0.005646,0.004374,0.005395,0.002738,0.001567,0.001646,0.000502,0.000499,0.002207,0.002459,0.000977,0.000084,0.000285,0.000566,0.000173,0.000046,0.000058,0.000084,0.000075,0.000049,0.000067,0.000006,0.000028,0.000006,0.000005,0.000012,0.000008,0.000003,0.000013,0.000027,0.000009,0.000002,0.000012,0.000051,0.000032,0.000021,0.000026,0.000014,0.000012,0.000035,0.000037,0.000029,0.000031,0.000012,0.000015,0.000003,0.000002
4.805805,2.620603,51.761736,37.176576,3.312303,1.835310,5.205819,1.578527,2.491342,3.619693,8.486245,11.707995,1.717023,13.460284,12.198762,12.399222,10.963024,1.865716,2.033981,6.305916,4.730218,1.893888,0.347886,1.336040,0.697451,1.649762,2.356063,1.221705,0.749342,0.018706,0.113709,0.182731,0.339043,0.277829,0.135740,0.186295,0.146198,0.246339,0.301393,0.072155,0.129288,0.069412,0.064178,0.190065,0.079778,0.006157,0.006763,0.013759,0.014702,0.014008,0.030496,0.026296,0.028635,0.038265,0.104026,0.067941,0.009550,0.014602,0.007536,0.001538,0.011671,0.019686,0.015382,0.008030,0.022841,0.007877,0.003936,0.004602,0.007190,0.007646,0.007901,0.007057,0.004774,0.012293,0.008961,0.000958,0.000307,0.001147,0.015865,0.012168,0.008779,0.002894,0.005052,0.011695,0.005803,0.007696,0.017309,0.004759,0.001382,0.001932,0.005800,0.003967,0.000485,0.000714,0.000674,0.000383,0.000091,0.000577,0.000408,0.000114,0.000035,0.000019,0.000054,0.000009,0.000003,0.000010,0.000005,0.000007,0.000003,0.000028,0.000031,0.000010,0.000024,0.000014,0.000021,0.000007,0.000026,0.000026,0.000024,0.000015,0.000023,0.000012,0.000026,0.000039,0.000042,0.000063,0.000040,0.000010,0.000037,0.000032
4.855805,75.460820,144.721907,64.405399,38.347861,20.084105,3.080335,13.488359,8.967236,8.267169,6.968477,1.377520,2.599060,6.349661,7.164030,2.632964,2.322829,3.716598,3.110532,4.820276,4.847750,4.065535,2.084552,0.627992,0.441324,0.162578,0.280506,1.161059,1.454064,0.921474,0.510293,0.134554,0.648582,1.062689,0.698267,0.223104,0.179241,0.385766,0.307471,0.043988,0.156376,0.146868,0.068348,0.082671,0.119397,0.021368,0.027313,0.035891,0.021421,0.076918,0.085278,0.038344,0.026863,0.020777,0.047120,0.019328,0.008531,0.019401,0.003844,0.016497,0.025252,0.034468,0.010324,0.007739,0.012575,0.007653,0.003159,0.011620,0.009699,0.012726,0.015791,0.016120,0.011728,0.008115,0.006125,0.015887,0.012313,0.002819,0.008504,0.000419,0.003521,0.007752,0.006997,0.006184,0.002234,0.001675,0.002216,0.000412,0.001531,0.001093,0.001345,0.002160,0.000718,0.000503,0.000710,0.000316,0.000243,0.000399,0.000165,0.000054,0.000033,0.000008,0.000031,0.000044,0.000041,0.000038,0.000010,0.000024,0.000069,0.000046,0.000028,0.000020,0.000001,0.000019,0.000025,0.000026,0.000023,0.000018,0.000029,0.000011,0.000006,0.000009,0.000038,0.000029,0.000042,0.000033,0.000024,0.000027,0.000015,0.000003
4.905805,102.997382,214.979711,11.425442,7.700763,2.741697,8.873970,7.193015,1.029823,2.506026,0.184862,1.787304,3.963223,4.798808,5.167898,8.060204,1.456535,10.315893,11.469737,4.270842,0.461188,0.479926,0.797316,1.754065,1.091987,0.962415,2.305099,0.237633,0.410998,0.244738,0.452212,0.387456,0.651902,0.536203,0.037660,0.110173,0.110444,0.188706,0.223148,0.392636,0.260606,0.083426,0.038208,0.041517,0.025248,0.018581,0.050555,0.147877,0.052287,0.003241,0.016958,0.025538,0.039516,0.035885,0.011499,0.027140,0.029231,0.004300,0.020207,0.005386,0.000778,0.007259,0.019729,0.010549,0.007977,0.021040,0.008027,0.011401,0.011681,0.002501,0.003733,0.002803,0.008070,0.044153,0.042465,0.015227,0.012021,0.007898,0.005925,0.013858,0.011338,0.001281,0.012773,0.024844,0.005740,0.001082,0.000903,0.000113,0.002216,0.007042,0.003040,0.000473,0.000589,0.000071,0.000055,0.000056,0.000217,0.000146,0.000407,0.000454,0.000122,0.000078,0.000046,0.000011,0.000004,0.000033,0.000076,0.000010,0.000024,0.000008,0.000021,0.000043,0.000004,0.000020,0.000050,0.000041,0.000012,0.000009,0.000026,0.000018,0.000015,0.000015,0.000022,0.000029,0.000008,0.000008,0.000031,0.000024,0.000036,0.000008
4.955805,121.550533,353.879505,149.855257,27.027005,6.761505,3.584222,2.940925,4.903993,4.882736,8.889540,8.862356,16.325421,10.266093,5.229954,9.873038,11.381412,15.084012,5.229283,0.688166,0.881248,1.175598,0.644917,0.267458,0.851460,0.905177,0.987238,0.759424,0.992702,0.622897,0.238785,0.580605,0.543532,0.218787,0.346753,0.394481,0.134568,0.058578,0.137050,0.126468,0.020846,0.038560,0.046081,0.058110,0.032043,0.012295,0.024278,0.049772,0.041501,0.037711,0.029308,0.029280,0.016903,0.022220,0.020856,0.020209,0.009419,0.007546,0.003392,0.003531,0.004849,0.006158,0.015211,0.009665,0.009756,0.026735,0.020748,0.011466,0.014169,0.009715,0.009956,0.005007,0.003214,0.002176,0.002983,0.001263,0.004303,0.007011,0.002977,0.012672,0.008820,0.004751,0.001376,0.005503,0.001622,0.005585,0.016422,0.012661,0.001731,0.001245,0.001688,0.000176,0.000231,0.000391,0.000057,0.000551,0.000315,0.000179,0.000329,0.000142,0.000113,0.000190,0.000102,0.000050,0.000056,0.000026,0.000016,0.000004,0.000004,0.000041,0.000030,0.000032,0.000025,0.000023,0.000010,0.000019,0.000018,0.000011,0.000014,0.000015,0.000004,0.000007,0.000006,0.000021,0.000037,0.000009,0.000005,0.000007,0.000009,0.000005
5.005805,41.816105,113.861397,68.671624,18.235726,4.743468,5.207395,4.188345,6.119455,0.901060,3.410833,3.255589,2.999390,1.974859,2.198972,6.621885,7.617353,5.282946,12.333503,5.111733,2.444908,6.198483,3.015968,2.040130,1.616194,0.651432,0.231529,0.804505,1.087062,0.585378,0.543212,0.172572,0.387881,1.368682,0.724769,0.114153,0.152321,0.117284,0.097188,0.125278,0.049708,0.105125,0.128246,0.086197,0.036268,0.052623,0.058738,0.096959,0.071040,0.041433,0.020515,0.028892,0.014976,0.008541,0.011718,0.014300,0.015011,0.007088,0.008661,0.003490,0.001808,0.008105,0.011884,0.008471,0.010024,0.004209,0.002564,0.000783,0.008759,0.003701,0.004652,0.006893,0.004589,0.002026,0.001811,0.004651,0.005617,0.003927,0.007205,0.005527,0.002362,0.001510,0.002172,0.004911,0.005530,0.002111,0.006735,0.008104,0.002787,0.000966,0.003581,0.002555,0.001269,0.000828,0.001008,0.000446,0.000442,0.000538,0.000278,0.000049,0.000056,0.000089,0.000042,0.000008,0.000031,0.000025,0.000026,0.000025,0.000019,0.000015,0.000025,0.000010,0.000006,0.000017,0.000015,0.000009,0.000012,0.000018,0.000055,0.000060,0.000014,0.000017,0.000013,0.000024,0.000013,0.000008,0.000006,0.000006,0.000017,0.000005
5.055805,77336.880684,2799781.590986,1486416.973542,46457.568949,138248.742547,88581.104778,41766.779707,27067.047172,1439.806533,2913.723395,617.626320,1508.589121,2289.181775,383.381605,10.162739,64.205859,58.965379,8.994919,10.055423,42.328626,57.689308,37.464897,36.779239,35.003437,15.235682,26.087845,20.826570,7.908755,13.186575,13.604503,19.313278,8.330746,0.087037,5.994444,6.358645,0.330198,7.276689,15.731165,11.606547,2.246586,1.805719,5.065942,16.127390,6.793163,1.375586,2.339078,1.980041,2.211365,3.522376,1.279579,1.118961,0.483233,2.524476,15.351809,13.804200,16.864743,15.746534,2.963221,3.945226,1.798279,2.464885,2.682358,2.492378,2.836370,1.143232,2.263707,7.185047,8.656805,5.492665,9.538905,7.707357,1.011501,0.395980,2.156926,4.738142,3.528128,2.481523,9.743133,12.669813,7.198063,5.513730,2.171114,2.025209,0.816016,0.607090,0.762084,0.416992,0.235918,0.644636,1.220482,1.923968,1.781844,0.466042,0.268810,0.136134,0.156470,0.290721,0.212845,0.166586,0.051555,0.007778,0.048758,0.113776,0.018358,0.101378,0.132822,0.013111,0.129427,0.068478,0.016175,0.078887,0.014284,0.014214,0.019879,0.021782,0.006313,0.020347,0.058560,0.008810,0.051193,0.054483,0.014880,0.059098,0.025271,0.015466,0.024396,0.001685,0.004380,0.001089
5.105805,3353.651766,25295.287781,21035.995953,4451.343183,1172.118340,279.695341,152.266604,262.282638,72.043259,8.468476,14.732453,25.749158,19.364576,11.224880,7.991269,6.189175,8.150470,17.252663,19.719877,7.600500,1.841380,1.811213,1.359157,0.562851,0.170001,0.366252,1.028087,1.158448,1.157517,1.223180,0.272304,0.514653,1.016905,0.371456,0.108415,0.093217,0.044355,0.042294,0.076116,0.102651,0.106779,0.055096,0.059894,0.061808,0.063505,0.017869,0.030836,0.049653,0.046444,0.003584,0.009821,0.036940,0.010306,0.030770,0.053918,0.017268,0.028119,0.026805,0.023619,0.008771,0.011735,0.005970,0.030058,0.040667,0.033932,0.043387,0.008396,0.003793,0.011930,0.040567,0.026229,0.005109,0.009220,0.006513,0.004554,0.004453,0.001417,0.001167,0.007312,0.022744,0.035320,0.040559,0.037661,0.019496,0.001434,0.009795,0.018226,0.004856,0.002567,0.001725,0.000779,0.000738,0.001953,0.000018,0.001327,0.000310,0.000048,0.000075,0.000174,0.000211,0.000307,0.000099,0.000010,0.000007,0.000022,0.000010,0.000003,0.000014,0.000036,0.000020,0.000048,0.000090,0.000047,0.000065,0.000120,0.000047,0.000016,0.000050,0.000026,0.000022,0.000006,0.000010,0.000032,0.000039,0.000026,0.000036,0.000036,0.000015,0.000001
5.155805,497796.517221,1841832.366959,921688.249203,256600.106614,244316.213956,418952.733787,453113.963143,180632.229732,68941.301593,15745.790153,6422.513851,16579.693923,44252.154593,30360.298136,11537.546260,2405.799545,14169.504050,29772.185254,12713.084136,4610.079009,783.354990,756.615004,6587.617742,14224.308567,9011.041961,2398.894191,385.579893,471.127307,927.824381,481.161479,762.051719,996.674113,441.419813,390.589925,248.896468,107.076155,690.737061,841.978969,448.390993,634.733181,187.259698,334.994453,1027.494787,842.357400,491.511299,453.194224,420.692649,412.125422,240.784689,165.757435,254.574605,247.596538,151.444690,196.778411,256.713229,134.137463,71.299227,175.804948,200.126346,136.107070,108.653412,129.234948,91.930505,116.510455,143.080402,96.644725,105.941877,116.723418,103.416418,149.661777,169.847080,185.207776,194.347135,87.706586,61.537241,132.174343,107.512823,52.805371,86.215518,103.430332,83.724986,83.862146,84.473179,78.718396,92.361467,71.839769,53.791961,72.750168,88.851263,81.233203,61.497985,56.816080,65.102310,78.935401,76.214576,56.536562,60.641062,76.199595,69.840424,66.650672,66.310672,62.206686,76.132280,73.831424,57.542966,62.319954,64.073904,60.040532,73.154595,70.384468,56.734072,62.800096,62.135458,60.101804,66.608493,58.809144,56.504039,70.314314,66.598141,55.772965,56.742502,57.917495,61.209302,65.706336,61.001479,58.612684,62.627420,60.184488,28.107130
5.205805,826.948282,152101.421550,94481.924120,20695.919190,7557.914938,3824.319041,2605.721012,1127.878785,472.244572,279.192403,503.008030,577.787103,182.553338,24.171904,38.773860,60.622079,37.522429,52.464624,154.172646,85.173579,6.236503,3.970857,30.785096,57.623224,38.136222,13.713443,15.297618,14.574811,13.169248,5.090003,1.798795,1.710149,2.616887,4.402915,9.123596,23.062230,32.295025,23.015753,14.118741,11.462353,13.525107,23.574717,26.935521,27.450328,32.492369,30.781561,26.313920,23.083726,17.679495,12.384050,16.180446,21.762996,20.066398,19.050482,18.789730,13.262422,11.048546,12.084584,10.632075,9.447606,11.227725,12.379951,11.133986,9.860422,8.895351,8.564092,9.186542,10.944283,11.264583,9.971564,12.687232,16.415613,15.061500,14.264590,13.818547,13.518513,14.776284,12.943332,10.898059,10.044738,8.708391,6.991949,6.524022,6.555439,6.189531,4.972956,4.015909,2.758531,1.413493,0.827265,0.402964,0.171947,0.125586,0.099018,0.072572,0.060607,0.079430,0.088960,0.081555,0.081289,0.056986,0.029975,0.015419,0.006340,0.002183,0.000467,0.000040,0.000076,0.000110,0.000122,0.000096,0.000020,0.000064,0.000062,0.000018,0.000017,0.000004,0.000015,0.000018,0.000016,0.000001,0.000006,0.000008,0.000006,0.000005,0.000015,0.000040,0.000008,0.000005
5.255805,177330.169173,995248.154921,611283.350637,24242.004066,13983.936272,30823.062772,2521.867043,3512.215178,830.354851,27.793647,19.149493,19.576896,6.899938,8.668388,2.661706,4.368793,5.689095,7.716365,1.015410,0.328306,0.263503,2.942174,2.344656,1.887050,1.569693,0.223360,0.524787,0.403390,0.475657,0.393395,0.173087,0.109415,0.097328,0.395784,0.391127,0.313265,0.042347,0.031663,0.042507,0.018981,0.025513,0.009661,0.040253,0.033386,0.012553,0.007077,0.004906,0.012011,0.022306,0.017511,0.010594,0.008612,0.005449,0.008972,0.033275,0.055270,0.016286,0.005843,0.018564,0.008085,0.009089,0.005878,0.025192,0.031119,0.004071,0.007859,0.045009,0.071559,0.010161,0.123358,0.223424,0.219086,0.052527,0.007417,0.035554,0.025972,0.020005,0.018897,0.003131,0.003919,0.000966,0.011228,0.003465,0.000578,0.001155,0.003092,0.017609,0.043746,0.014255,0.008648,0.009823,0.001708,0.002838,0.001889,0.001223,0.000612,0.002235,0.001213,0.000845,0.001422,0.000409,0.000031,0.000021,0.000020,0.000024,0.000011,0.000031,0.000031,0.000011,0.000013,0.000009,0.000011,0.000006,0.000013,0.000024,0.000014,0.000000,0.000017,0.000051,0.000038,0.000010,0.000012,0.000016,0.000015,0.000012,0.000044,0.000073,0.000025,0.000013
5.305805,807.202275,3686.071401,1702.614746,52.389694,45.067943,53.784326,4.325795,7.273431,2.015380,1.508293,1.137726,1.932537,3.974252,3.904582,1.609007,0.311953,2.943055,1.917728,0.705620,1.145456,0.636474,0.015432,0.181914,0.133855,0.222301,0.616065,1.073821,0.757937,0.303496,0.072070,0.299000,0.179005,0.243187,0.156144,0.034984,0.002813,0.043876,0.063792,0.033454,0.014741,0.054577,0.030160,0.008400,0.044820,0.003728,0.011924,0.014820,0.011666,0.001938,0.023727,0.000453,0.017232,0.017528,0.007951,0.015511,0.025694,0.011301,0.004613,0.003537,0.003814,0.007972,0.009078,0.000877,0.001756,0.001501,0.002167,0.000098,0.002708,0.001720,0.001454,0.001138,0.001639,0.005125,0.000386,0.000104,0.000333,0.000008,0.001437,0.003912,0.000508,0.002685,0.003006,0.002161,0.000477,0.001993,0.001157,0.000233,0.000099,0.000484,0.000731,0.000890,0.001208,0.001004,0.000098,0.000787,0.000427,0.000274,0.000120,0.000002,0.000017,0.000008,0.000017,0.000001,0.000008,0.000030,0.000034,0.000021,0.000004,0.000017,0.000043,0.000056,0.000075,0.000046,0.000038,0.000040,0.000007,0.000017,0.000016,0.000012,0.000001,0.000010,0.000020,0.000046,0.000053,0.000020,0.000005,0.000021,0.000025,0.000001
5.355805,1.732466,668.342384,508.287376,21.715614,7.163181,8.455172,6.544267,4.585100,3.179146,4.961722,8.177376,3.983104,6.352714,3.955802,3.206375,5.242709,2.159774,1.005680,3.171517,3.340807,0.726217,0.394659,0.554298,0.637982,1.532354,0.734180,0.186166,0.093325,0.074514,0.138237,0.294720,0.031522,0.191859,0.017658,0.201155,0.210134,0.041653,0.060550,0.128955,0.054041,0.021024,0.027104,0.021402,0.027541,0.021057,0.001898,0.011877,0.034309,0.021168,0.004653,0.026447,0.007204,0.002873,0.003688,0.003236,0.004101,0.003035,0.001789,0.001800,0.001202,0.001985,0.002185,0.001777,0.002429,0.003305,0.001113,0.002927,0.001404,0.000284,0.001785,0.003200,0.002339,0.000495,0.002592,0.002857,0.000620,0.002700,0.002758,0.000761,0.001630,0.000725,0.001121,0.003092,0.002770,0.002663,0.002333,0.002695,0.000991,0.000992,0.000593,0.000358,0.000194,0.000226,0.000135,0.000161,0.000111,0.000094,0.000116,0.000073,0.000030,0.000017,0.000055,0.000080,0.000041,0.000019,0.000010,0.000003,0.000011,0.000040,0.000032,0.000037,0.000018,0.000008,0.000001,0.000006,0.000014,0.000013,0.000017,0.000025,0.000021,0.000007,0.000019,0.000026,0.000024,0.000016,0.000009,0.000016,0.000019,0.000004
5.405805,43.755879,116.433091,52.931858,35.110511,14.015985,3.368387,1.771208,1.539836,1.725834,0.920464,1.353995,5.311069,7.655221,0.830389,9.085666,6.005290,1.083790,0.996998,0.698268,1.619398,0.453595,0.488256,0.466529,0.396857,0.451954,0.696334,0.376605,0.251788,0.304807,0.216542,0.309920,0.403038,0.250918,0.022107,0.134567,0.076568,0.023778,0.026520,0.035086,0.042124,0.024765,0.016944,0.008853,0.018136,0.038469,0.012097,0.010485,0.018881,0.017066,0.005936,0.007334,0.008417,0.001492,0.003086,0.013862,0.028999,0.018478,0.005211,0.009459,0.010241,0.004677,0.005766,0.002611,0.000637,0.000656,0.001097,0.002219,0.000510,0.001458,0.001266,0.001117,0.002207,0.001061,0.005304,0.005469,0.002384,0.000605,0.002902,0.002865,0.001251,0.000944,0.000406,0.001541,0.000817,0.000921,0.001996,0.003779,0.000518,0.000206,0.000478,0.000670,0.000817,0.000493,0.000126,0.000563,0.000277,0.000058,0.000050,0.000022,0.000016,0.000060,0.000016,0.000042,0.000030,0.000039,0.000018,0.000009,0.000005,0.000008,0.000015,0.000004,0.000001,0.000036,0.000039,0.000007,0.000004,0.000003,0.000010,0.000012,0.000042,0.000040,0.000012,0.000002,0.000016,0.000029,0.000057,0.000045,0.000013,0.000003
5.455805,1.669735,13.607288,12.539712,11.332898,9.894745,2.326908,3.619946,1.806106,0.625306,4.732636,10.289369,4.708719,0.697910,3.181125,2.598355,1.952490,3.038784,3.417489,0.443005,0.516023,1.151927,2.868404,1.458976,0.511517,0.285528,0.986018,0.691728,0.454651,0.420753,0.082933,0.482400,0.335779,0.174442,0.139840,0.171232,0.068916,0.064155,0.028296,0.005431,0.029010,0.045762,0.013335,0.025519,0.013220,0.003511,0.002650,0.007700,0.015992,0.008572,0.003731,0.011637,0.005812,0.003552,0.005376,0.003049,0.017990,0.018894,0.005638,0.003451,0.002807,0.001651,0.001870,0.000969,0.000785,0.000954,0.001229,0.000220,0.005085,0.010777,0.007630,0.002944,0.001322,0.003309,0.000975,0.001871,0.003217,0.000659,0.001609,0.001777,0.004419,0.007151,0.003935,0.003143,0.002268,0.000772,0.000278,0.000256,0.002835,0.000655,0.001692,0.001709,0.000385,0.000196,0.000041,0.000078,0.000108,0.000283,0.000195,0.000027,0.000065,0.000070,0.000051,0.000040,0.000057,0.000034,0.000016,0.000004,0.000023,0.000005,0.000004,0.000032,0.000024,0.000030,0.000114,0.000063,0.000014,0.000022,0.000040,0.000041,0.000039,0.000032,0.000016,0.000014,0.000022,0.000008,0.000005,0.000003,0.000008,0.000004
