Time(s),0.00Hz_dB,86.13Hz_dB,172.27Hz_dB,258.40Hz_dB,344.53Hz_dB,430.66Hz_dB,516.80Hz_dB,602.93Hz_dB,689.06Hz_dB,775.20Hz_dB,861.33Hz_dB,947.46Hz_dB,1033.59Hz_dB,1119.73Hz_dB,1205.86Hz_dB,1291.99Hz_dB,1378.12Hz_dB,1464.26Hz_dB,1550.39Hz_dB,1636.52Hz_dB,1722.66Hz_dB,1808.79Hz_dB,1894.92Hz_dB,1981.05Hz_dB,2067.19Hz_dB,2153.32Hz_dB,2239.45Hz_dB,2325.59Hz_dB,2411.72Hz_dB,2497.85Hz_dB,2583.98Hz_dB,2670.12Hz_dB,2756.25Hz_dB,2842.38Hz_dB,2928.52Hz_dB,3014.65Hz_dB,3100.78Hz_dB,3186.91Hz_dB,3273.05Hz_dB,3359.18Hz_dB,3445.31Hz_dB,3531.45Hz_dB,3617.58Hz_dB,3703.71Hz_dB,3789.84Hz_dB,3875.98Hz_dB,3962.11Hz_dB,4048.24Hz_dB,4134.38Hz_dB,4220.51Hz_dB,4306.64Hz_dB,4392.77Hz_dB,4478.91Hz_dB,4565.04Hz_dB,4651.17Hz_dB,4737.30Hz_dB,4823.44Hz_dB,4909.57Hz_dB,4995.70Hz_dB,5081.84Hz_dB,5167.97Hz_dB,5254.10Hz_dB,5340.23Hz_dB,5426.37Hz_dB,5512.50Hz_dB,5598.63Hz_dB,5684.77Hz_dB,5770.90Hz_dB,5857.03Hz_dB,5943.16Hz_dB,6029.30Hz_dB,6115.43Hz_dB,6201.56Hz_dB,6287.70Hz_dB,6373.83Hz_dB,6459.96Hz_dB,6546.09Hz_dB,6632.23Hz_dB,6718.36Hz_dB,6804.49Hz_dB,6890.62Hz_dB,6976.76Hz_dB,7062.89Hz_dB,7149.02Hz_dB,7235.16Hz_dB,7321.29Hz_dB,7407.42Hz_dB,7493.55Hz_dB,7579.69Hz_dB,7665.82Hz_dB,7751.95Hz_dB,7838.09Hz_dB,7924.22Hz_dB,8010.35Hz_dB,8096.48Hz_dB,8182.62Hz_dB,8268.75Hz_dB,8354.88Hz_dB,8441.02Hz_dB,8527.15Hz_dB,8613.28Hz_dB,8699.41Hz_dB,8785.55Hz_dB,8871.68Hz_dB,8957.81Hz_dB,9043.95Hz_dB,9130.08Hz_dB,9216.21Hz_dB,9302.34Hz_dB,9388.48Hz_dB,9474.61Hz_dB,9560.74Hz_dB,9646.88Hz_dB,9733.01Hz_dB,9819.14Hz_dB,9905.27Hz_dB,9991.41Hz_dB,10077.54Hz_dB,10163.67Hz_dB,10249.80Hz_dB,10335.94Hz_dB,10422.07Hz_dB,10508.20Hz_dB,10594.34Hz_dB,10680.47Hz_dB,10766.60Hz_dB,10852.73Hz_dB,10938.87Hz_dB,11025.00Hz_dB
3.205805,50.076810,115.031153,78.957460,10.971180,2.391615,10.769150,41.398009,719.972333,1158.851713,1688.138500,618.788118,143.590217,28.784381,36.755827,18.559645,23.461762,18.416347,23.429656,47.654193,65.610351,15.223016,8.583002,17.132839,13.993966,7.161731,5.345708,5.825563,6.209469,9.680150,7.521249,1.694356,1.528130,3.226146,2.448094,2.657159,2.761498,2.462516,6.673835,8.683380,4.582389,1.006483,1.996539,4.717403,3.344432,2.162638,2.244840,1.547983,0.772651,0.191688,0.608879,1.284517,1.267509,0.922391,1.222557,1.206810,0.870236,0.561162,0.523526,0.842439,1.006275,1.032518,0.925080,0.824143,0.944689,0.888780,0.641257,0.554766,0.632020,0.730490,0.755849,0.717384,0.639979,0.623345,0.599595,0.545154,0.564905,0.566027,0.559033,0.548996,0.509447,0.548217,0.599878,0.591650,0.578097,0.516025,0.438932,0.429056,0.471621,0.497035,0.469957,0.450900,0.445825,0.428509,0.419585,0.426802,0.437444,0.433880,0.427908,0.423753,0.414570,0.410398,0.411158,0.411424,0.408420,0.404590,0.400964,0.395174,0.390908,0.386508,0.383420,0.384077,0.383514,0.383363,0.382559,0.382724,0.384233,0.377990,0.370378,0.371685,0.375286,0.370263,0.364412,0.368743,0.371761,0.368209,0.364824,0.363945,0.371123,0.188797
3.255805,9.717421,44.618709,25.077553,11.651642,4.868456,7.892284,15.667230,391.574688,322.777441,3410.578067,1398.080236,190.541670,66.460328,5.200812,9.346713,1.066385,4.382918,6.493498,2.141881,1.516812,6.724543,6.275584,0.710162,0.263281,0.136034,0.996602,0.921961,0.321896,1.759890,1.419241,0.406096,0.160700,0.287788,1.431129,0.630843,0.033401,0.137231,0.281608,0.160487,0.090756,0.086062,0.143467,0.529865,1.302134,0.937143,0.828092,0.424924,0.299942,0.104577,0.031630,0.053641,0.079354,0.047305,0.042473,0.094604,0.037384,0.008411,0.021449,0.020591,0.024736,0.005341,0.003766,0.000265,0.004327,0.002739,0.011619,0.024588,0.010594,0.006474,0.009213,0.005677,0.002995,0.001201,0.004254,0.006188,0.003806,0.000533,0.002694,0.001738,0.002429,0.004680,0.007494,0.001206,0.004410,0.010553,0.008275,0.001577,0.003442,0.005921,0.001579,0.000811,0.001485,0.000358,0.000573,0.000368,0.000808,0.000258,0.000283,0.000508,0.000125,0.000016,0.000053,0.000030,0.000013,0.000018,0.000022,0.000016,0.000013,0.000044,0.000080,0.000052,0.000014,0.000011,0.000038,0.000019,0.000003,0.000019,0.000032,0.000020,0.000021,0.000018,0.000088,0.000053,0.000005,0.000023,0.000025,0.000034,0.000046,0.000019
3.305805,48.767077,164.631506,29.751762,20.010917,6.945568,0.852046,6.322191,19.755939,1559.329065,2456.080101,415.269679,268.722910,12.652248,2.543236,4.556014,10.436051,2.784006,20.417968,39.227037,84.162232,39.720424,2.504750,2.760558,2.272679,0.432273,0.893575,0.959694,0.900095,0.416937,0.837609,0.281007,0.814488,1.676696,0.338417,0.072728,0.153768,0.125057,0.200807,0.328281,0.606576,0.192567,0.225243,0.268646,0.166365,0.060364,0.029955,0.025711,0.065722,0.058418,0.076481,0.095796,0.032815,0.031633,0.045760,0.050644,0.026179,0.037352,0.011143,0.009450,0.008269,0.003942,0.008481,0.021896,0.023076,0.011549,0.004759,0.001728,0.015990,0.029211,0.008462,0.001871,0.005139,0.013415,0.010429,0.003299,0.006150,0.006852,0.004941,0.003282,0.004284,0.008925,0.006555,0.007519,0.004834,0.002959,0.005239,0.002722,0.001910,0.000999,0.000522,0.000739,0.001356,0.002138,0.001407,0.001223,0.000438,0.000072,0.000076,0.000096,0.000060,0.000034,0.000020,0.000005,0.000045,0.000043,0.000073,0.000036,0.000030,0.000023,0.000021,0.000026,0.000020,0.000012,0.000019,0.000013,0.000006,0.000003,0.000008,0.000008,0.000011,0.000004,0.000019,0.000051,0.000023,0.000034,0.000026,0.000049,0.000041,0.000007
3.355805,351.701495,756.839302,220.395000,4.563042,28.815227,36.178077,44.143837,13.553760,11.266696,14.442310,46.969407,7.371534,3.768924,5.078339,22.331251,26.579499,15.607596,7.298559,7.935253,3.566293,1.737804,4.352406,1.385256,0.917013,0.891227,2.283499,1.803283,0.640033,0.159251,0.190107,0.156583,1.545130,0.914344,0.040582,0.015381,0.115969,0.171365,0.085812,0.108186,0.043682,0.051815,0.131009,0.123205,0.070590,0.022153,0.023148,0.000198,0.001897,0.021079,0.027440,0.012754,0.011498,0.012845,0.042739,0.057576,0.023320,0.013578,0.003852,0.001696,0.019909,0.036615,0.015909,0.008053,0.006993,0.000841,0.006672,0.002686,0.002665,0.006348,0.001203,0.001619,0.000854,0.000256,0.003568,0.003442,0.003215,0.003911,0.005841,0.004706,0.004220,0.011919,0.014751,0.007917,0.005684,0.008056,0.004671,0.001984,0.001432,0.004876,0.001464,0.000736,0.000317,0.000049,0.000258,0.000047,0.000084,0.000108,0.000175,0.000196,0.000083,0.000068,0.000036,0.000039,0.000042,0.000015,0.000073,0.000025,0.000034,0.000023,0.000003,0.000020,0.000038,0.000030,0.000023,0.000042,0.000037,0.000008,0.000002,0.000015,0.000025,0.000059,0.000033,0.000008,0.000012,0.000031,0.000018,0.000019,0.000026,0.000001
3.405805,81.104843,483.920358,193.016779,27.324276,9.446757,8.581801,438.942307,1980.289874,783.439899,27.573937,0.483227,0.127049,1.320386,3.863455,5.725797,3.021776,1.451736,1.978823,0.211765,3.686330,4.810739,3.696845,3.996045,0.216523,0.965006,0.599001,0.333545,0.196591,0.903281,4.136126,7.187362,5.016491,1.783833,0.587534,0.387835,0.195639,0.112956,0.141989,0.090152,0.253280,0.139269,0.042537,0.070108,0.108117,0.087610,0.074636,0.053614,0.045769,0.055273,0.006826,0.060706,0.043537,0.068839,0.043755,0.022172,0.013194,0.009522,0.006524,0.006914,0.003946,0.002618,0.004217,0.011918,0.011079,0.007818,0.034961,0.052353,0.021956,0.006437,0.002969,0.001149,0.000480,0.003221,0.005968,0.006505,0.003054,0.004664,0.009954,0.008636,0.001882,0.003458,0.004326,0.003816,0.008387,0.005068,0.002354,0.006891,0.001725,0.002141,0.002120,0.001083,0.000144,0.000551,0.000336,0.000341,0.000031,0.000229,0.000303,0.000198,0.000021,0.000023,0.000015,0.000036,0.000038,0.000042,0.000035,0.000017,0.000019,0.000026,0.000017,0.000005,0.000030,0.000023,0.000032,0.000022,0.000010,0.000010,0.000006,0.000016,0.000018,0.000021,0.000003,0.000024,0.000028,0.000032,0.000022,0.000017,0.000020,0.000008
3.455805,65.599394,97.968000,31.256327,51.974569,52.697156,4.800921,11.536507,89.501196,394.349072,1254.404314,948.307452,145.348480,26.729650,8.622698,4.050652,10.000185,14.437687,10.194972,7.752174,1.421917,1.255127,0.989628,1.683661,1.626384,0.584716,0.987339,0.299329,0.558682,1.270060,1.371548,1.048598,1.142950,0.376066,0.869752,1.339436,0.385638,0.156436,0.170486,0.133259,0.060884,0.012683,0.040737,0.135690,0.135621,0.064958,0.061365,0.054154,0.109487,0.134945,0.060167,0.015410,0.048375,0.020130,0.006369,0.011543,0.032816,0.018376,0.006406,0.011041,0.013750,0.004775,0.002380,0.015220,0.010017,0.012724,0.012214,0.004265,0.000564,0.000988,0.002754,0.007628,0.008868,0.007362,0.003381,0.002321,0.003871,0.004463,0.003521,0.001218,0.001310,0.003086,0.012552,0.007418,0.002513,0.003710,0.001363,0.000415,0.001246,0.002011,0.003037,0.001333,0.001071,0.000448,0.000323,0.000325,0.000352,0.000309,0.000334,0.000131,0.000025,0.000010,0.000014,0.000035,0.000043,0.000008,0.000005,0.000023,0.000020,0.000018,0.000045,0.000033,0.000008,0.000031,0.000055,0.000031,0.000032,0.000053,0.000041,0.000022,0.000016,0.000061,0.000043,0.000023,0.000006,0.000023,0.000027,0.000010,0.000011,0.000006
3.505805,21.512057,50.838767,46.706752,18.402762,10.616785,11.141308,16.298029,107.241460,509.026525,534.310567,842.693508,389.424948,72.749158,49.810291,29.380329,12.755645,29.926439,43.214241,28.025446,9.435697,1.620176,0.233866,0.348085,0.369138,1.106952,0.660109,1.142413,3.051750,3.946814,2.902263,3.213238,4.540441,2.397559,0.243149,0.531211,0.523286,0.139047,0.393749,0.583244,0.131437,0.197829,0.188305,0.061593,0.158074,0.524821,0.797655,0.608124,0.352964,0.118107,0.008089,0.015843,0.030835,0.011923,0.064958,0.143722,0.250110,0.052676,0.077668,0.203656,0.294689,0.218964,0.071968,0.028578,0.035294,0.017839,0.042084,0.117379,0.086246,0.010782,0.001714,0.004371,0.000930,0.009035,0.009264,0.009163,0.006588,0.000993,0.003635,0.005965,0.000579,0.002999,0.005496,0.003391,0.003921,0.005400,0.003049,0.003875,0.007682,0.005899,0.001849,0.000654,0.000479,0.000083,0.000100,0.000075,0.000209,0.000118,0.000171,0.000424,0.000208,0.000073,0.000065,0.000054,0.000009,0.000031,0.000017,0.000003,0.000001,0.000009,0.000017,0.000007,0.000001,0.000008,0.000032,0.000016,0.000005,0.000007,0.000017,0.000015,0.000017,0.000012,0.000017,0.000029,0.000012,0.000002,0.000019,0.000031,0.000005,0.000002
3.555805,161.444117,229.308700,42.109376,4.605100,8.161807,5.801710,6.839722,6.727128,28.352873,33.711635,131.135559,45.919659,3.510049,3.407257,5.927407,6.759150,6.068036,13.672936,8.250648,2.326066,1.391502,0.805049,1.471699,3.485217,0.488388,0.760473,0.259091,0.113034,0.502889,1.218971,0.755733,0.677375,1.286047,0.557428,0.274046,0.745823,1.170626,1.682743,1.792292,1.373922,0.495013,0.378638,0.420532,0.108375,0.094958,0.135342,0.180769,0.201603,0.110549,0.173721,0.132797,0.021143,0.031820,0.038030,0.074638,0.084969,0.042211,0.093840,0.090590,0.053842,0.034478,0.042128,0.009433,0.008977,0.018042,0.002822,0.012008,0.010262,0.003756,0.000722,0.002920,0.004485,0.006102,0.004388,0.000885,0.004667,0.000596,0.000544,0.006127,0.015620,0.008163,0.000757,0.001574,0.002444,0.001533,0.000529,0.003291,0.001420,0.000857,0.000514,0.000795,0.000688,0.000708,0.000514,0.000368,0.000319,0.000108,0.000025,0.000046,0.000088,0.000090,0.000001,0.000029,0.000003,0.000019,0.000004,0.000004,0.000031,0.000038,0.000032,0.000049,0.000068,0.000042,0.000051,0.000077,0.000037,0.000014,0.000026,0.000019,0.000037,0.000042,0.000021,0.000035,0.000054,0.000033,0.000010,0.000030,0.000054,0.000017
3.605805,156.471926,361.972644,73.526837,20.273591,26.833449,5.671427,86.373801,1198.156733,1498.520849,290.833044,104.986235,104.974549,13.318621,12.151503,21.451454,6.052650,0.893436,5.731638,27.800004,76.140748,132.931604,119.917433,16.175875,5.356104,3.778563,0.573249,0.229741,0.341219,0.572108,0.676462,0.148675,1.934343,3.647677,2.259117,0.506538,0.672530,0.603396,0.462125,2.435089,0.284837,0.239796,0.056428,0.150760,0.046227,0.162576,0.212425,0.449153,0.047621,0.085886,0.131123,0.020976,0.051884,0.001865,0.050497,0.037737,0.015400,0.035716,0.017217,0.017352,0.011684,0.001917,0.001459,0.003046,0.006935,0.010249,0.003409,0.015490,0.003328,0.019572,0.029221,0.007103,0.001779,0.000428,0.000454,0.002556,0.001474,0.002379,0.003148,0.001977,0.004172,0.018786,0.014065,0.002487,0.003338,0.001472,0.003177,0.000939,0.000392,0.001207,0.002197,0.000044,0.001629,0.002260,0.001794,0.002019,0.000578,0.000030,0.000312,0.000083,0.000008,0.000004,0.000015,0.000011,0.000015,0.000000,0.000029,0.000036,0.000015,0.000012,0.000014,0.000010,0.000040,0.000007,0.000049,0.000045,0.000033,0.000017,0.000013,0.000027,0.000056,0.000011,0.000045,0.000021,0.000066,0.000063,0.000047,0.000022,0.000056,0.000062
3.655805,257.766663,218.524572,39.709883,5.327521,6.202616,20.888153,73.214194,260.906900,1162.761700,2714.802187,2124.909764,465.462631,94.670685,8.751514,19.560164,21.838980,5.533907,3.819472,6.795015,8.221512,4.830828,2.773517,2.228805,1.907528,1.725391,0.432914,0.394572,0.437900,1.095137,1.360780,2.669560,3.227680,2.843469,1.517679,0.424085,0.026384,0.128861,0.152755,0.096662,0.083888,0.462609,1.196717,0.661825,0.277814,0.110590,0.015384,0.083032,0.175724,0.201468,0.159834,0.051015,0.007714,0.011707,0.047611,0.080744,0.216479,0.325341,0.286120,0.276861,0.203983,0.086400,0.031416,0.009275,0.004396,0.006656,0.009386,0.005616,0.003279,0.008764,0.013049,0.014944,0.022483,0.027625,0.007872,0.002985,0.002142,0.000153,0.001478,0.001720,0.001495,0.000913,0.008159,0.002898,0.004238,0.004530,0.005043,0.006565,0.006035,0.004513,0.000612,0.000371,0.000475,0.001469,0.001243,0.000889,0.000151,0.000115,0.000121,0.000461,0.000375,0.000115,0.000033,0.000034,0.000085,0.000106,0.000088,0.000007,0.000082,0.000131,0.000094,0.000028,0.000024,0.000022,0.000015,0.000029,0.000055,0.000020,0.000003,0.000010,0.000010,0.000024,0.000027,0.000024,0.000029,0.000016,0.000032,0.000050,0.000024,0.000005
3.705805,73.956140,224.091906,44.239882,37.852021,36.934497,19.484329,94.635571,372.851362,1467.627842,3324.750038,2122.058577,577.291616,44.522605,8.211964,2.043425,5.198369,8.580506,3.714259,15.683078,12.194222,13.529257,6.890974,3.669376,1.254169,1.698661,2.138258,1.030567,1.689531,2.181411,2.320395,3.710853,3.143674,0.504336,0.382172,0.363093,0.081687,0.179712,0.213438,0.378137,0.173386,0.045242,0.242003,0.159534,0.068531,0.167777,0.290346,0.353706,0.294537,0.135293,0.036634,0.018699,0.059588,0.038798,0.016389,0.082143,0.083146,0.090815,0.103873,0.084470,0.070857,0.142420,0.051108,0.011628,0.004620,0.007322,0.004695,0.004134,0.008222,0.005852,0.036837,0.019874,0.016424,0.012762,0.004716,0.000532,0.000630,0.001253,0.002864,0.002730,0.004446,0.004874,0.002962,0.000886,0.001293,0.000205,0.002842,0.002086,0.001246,0.001429,0.001370,0.000460,0.001518,0.001769,0.001035,0.000861,0.000490,0.000113,0.000259,0.000109,0.000063,0.000034,0.000034,0.000011,0.000019,0.000023,0.000035,0.000084,0.000048,0.000012,0.000017,0.000033,0.000030,0.000021,0.000014,0.000011,0.000006,0.000004,0.000034,0.000032,0.000014,0.000009,0.000030,0.000015,0.000003,0.000005,0.000019,0.000045,0.000022,0.000002
3.755805,103.174311,92.796059,6.334250,55.574517,44.493245,11.469353,143.139785,277.514319,76.072519,93.411917,141.153720,44.987146,2.659747,0.171875,1.309343,4.438479,9.292462,2.463611,2.745103,4.075200,3.192614,4.808357,2.581166,2.401542,0.745400,0.169523,0.773355,0.624411,1.704204,1.112037,0.751305,1.067753,0.237713,0.002572,0.188648,0.507932,0.098291,0.175248,0.252930,0.233475,0.184440,0.117705,0.010809,0.013777,0.106103,0.149466,0.052626,0.071437,0.001073,0.009824,0.010015,0.017860,0.011699,0.017359,0.028417,0.009100,0.080361,0.035874,0.021784,0.024681,0.005155,0.001635,0.004403,0.002689,0.032509,0.042407,0.005141,0.003238,0.011050,0.010704,0.015654,0.012547,0.005362,0.003348,0.005048,0.007857,0.001929,0.006315,0.007343,0.002785,0.001384,0.001168,0.002008,0.002285,0.007341,0.003237,0.000465,0.000417,0.000110,0.000423,0.000468,0.001942,0.001988,0.000597,0.001138,0.000495,0.000074,0.000020,0.000129,0.000102,0.000023,0.000009,0.000013,0.000016,0.000040,0.000029,0.000003,0.000012,0.000078,0.000096,0.000093,0.000077,0.000054,0.000038,0.000002,0.000000,0.000010,0.000010,0.000024,0.000030,0.000037,0.000033,0.000013,0.000005,0.000086,0.000064,0.000008,0.000000,0.000000
3.805805,99.090193,111.920002,16.760413,6.280587,7.644061,16.539111,2.332024,11.508443,89.709663,86.217594,10.531482,1.696022,1.664713,6.297264,10.999281,5.263385,0.323905,0.567946,3.078819,3.682341,1.299210,0.973543,1.696982,0.718742,0.190491,0.413761,0.237373,0.512891,0.383111,0.159221,0.267055,0.123848,1.948307,1.676015,0.180445,0.148895,0.018052,0.074502,0.209896,0.231768,0.100576,0.075585,0.082298,0.119734,0.094429,0.035666,0.070332,0.006356,0.051619,0.020602,0.045563,0.041122,0.021953,0.014004,0.009142,0.010552,0.025764,0.017056,0.004266,0.014200,0.020667,0.024198,0.014282,0.001735,0.015363,0.015672,0.002661,0.008716,0.004874,0.001449,0.001882,0.003832,0.003758,0.005009,0.003490,0.004247,0.004337,0.001086,0.002340,0.005133,0.007219,0.015120,0.008185,0.005363,0.003443,0.002265,0.002349,0.002835,0.002267,0.000936,0.001570,0.000744,0.000219,0.000610,0.000228,0.000311,0.000374,0.000098,0.000104,0.000076,0.000030,0.000006,0.000012,0.000018,0.000014,0.000009,0.000022,0.000013,0.000034,0.000006,0.000023,0.000021,0.000009,0.000004,0.000015,0.000029,0.000027,0.000017,0.000013,0.000024,0.000010,0.000002,0.000003,0.000016,0.000015,0.000011,0.000008,0.000025,0.000010
3.855805,13.286303,45.082440,24.525051,7.142655,12.347919,31.992032,29.287653,105.099326,363.187902,263.144937,137.998509,31.452894,20.354307,13.977215,2.173538,4.129524,5.162165,10.596298,9.944250,5.572386,9.782430,22.241516,16.375773,2.161145,0.235260,0.318012,1.929870,4.604855,3.593268,1.468049,1.478753,2.016386,0.714705,0.206380,0.951351,1.119258,0.888451,0.777332,0.751573,0.869316,1.067266,0.891389,0.644286,0.682830,0.757805,0.567733,0.453679,0.390103,0.294309,0.322319,0.469644,0.541739,0.406617,0.224432,0.179999,0.210961,0.225696,0.373119,0.440916,0.421182,0.359763,0.337225,0.248592,0.226192,0.233034,0.181916,0.163101,0.173141,0.218120,0.261683,0.260620,0.250461,0.172541,0.101980,0.110133,0.199203,0.247733,0.185121,0.136585,0.122502,0.119658,0.140250,0.134176,0.133739,0.160913,0.184560,0.180403,0.183803,0.211372,0.181000,0.147281,0.156248,0.163114,0.155757,0.146236,0.136789,0.134788,0.140968,0.139432,0.132594,0.132623,0.131765,0.128427,0.124812,0.122506,0.124630,0.126207,0.124795,0.123015,0.120524,0.119245,0.118482,0.117415,0.118239,0.118016,0.115808,0.115496,0.115473,0.114145,0.115364,0.117378,0.118249,0.118052,0.116634,0.117745,0.120527,0.119563,0.114732,0.055952
3.905805,2.173846,22.374032,20.746436,7.152184,5.905287,58.455455,125.077072,164.888094,55.000926,31.029318,5.387423,5.046728,5.575758,2.166039,0.976377,2.410404,10.024868,23.131180,6.962719,0.882783,3.303917,2.190348,0.393079,0.739705,0.039075,0.213992,0.141330,0.379908,0.498149,0.645756,1.092228,0.737579,0.190632,0.505434,0.178309,0.584380,0.652093,0.186105,0.142200,0.058079,0.074149,0.033280,0.008924,0.064236,0.187836,0.285428,0.268382,0.193300,0.115661,0.039033,0.060537,0.061831,0.062479,0.071132,0.056491,0.019736,0.030692,0.034272,0.038405,0.073007,0.057021,0.038935,0.044610,0.044065,0.021465,0.001595,0.019668,0.034188,0.021792,0.015888,0.026977,0.025505,0.019301,0.026640,0.016532,0.015219,0.015779,0.006919,0.005673,0.013177,0.021939,0.024674,0.012552,0.004802,0.004904,0.014383,0.014815,0.008866,0.005022,0.004548,0.003720,0.002086,0.000676,0.000164,0.000300,0.000820,0.000819,0.000563,0.000372,0.000442,0.000394,0.000163,0.000007,0.000002,0.000013,0.000021,0.000004,0.000028,0.000025,0.000035,0.000014,0.000031,0.000050,0.000096,0.000077,0.000007,0.000006,0.000023,0.000027,0.000018,0.000009,0.000005,0.000040,0.000058,0.000008,0.000002,0.000005,0.000016,0.000012
3.955805,75.286905,327.850201,45.632766,14.624047,8.766683,9.999063,6.834373,11.730192,30.546874,4.658348,4.614465,5.598029,2.083628,7.965548,2.607532,9.350906,7.970082,8.552566,2.132770,2.641808,2.655192,2.130170,2.183719,1.243431,0.665717,0.753472,0.611225,0.225388,0.254685,0.338141,0.563115,0.880955,0.608762,0.491205,0.536803,0.101368,0.053684,0.081974,0.114849,0.120526,0.050828,0.060283,0.108458,0.037955,0.004046,0.014861,0.042639,0.065202,0.063174,0.049123,0.030422,0.018460,0.011559,0.025592,0.013146,0.007967,0.002380,0.019038,0.031463,0.020981,0.004538,0.002986,0.006046,0.010601,0.012860,0.002413,0.004737,0.013160,0.023870,0.018029,0.011759,0.006395,0.007662,0.001914,0.006150,0.011705,0.002368,0.005317,0.009358,0.005539,0.002463,0.003328,0.000143,0.006490,0.006402,0.006229,0.002015,0.002707,0.002600,0.002896,0.001437,0.000460,0.000380,0.000011,0.000158,0.000082,0.000310,0.000434,0.000248,0.000176,0.000092,0.000058,0.000017,0.000009,0.000009,0.000011,0.000008,0.000010,0.000009,0.000024,0.000057,0.000055,0.000019,0.000007,0.000014,0.000012,0.000038,0.000012,0.000019,0.000070,0.000048,0.000007,0.000029,0.000034,0.000058,0.000026,0.000018,0.000013,0.000001
4.005805,45.773782,122.429857,33.500815,14.360666,71.607460,60.945299,2.346614,0.466080,1.472056,0.946633,2.374811,10.497103,19.715414,1.314782,4.338292,7.116256,6.572794,15.979454,6.955816,0.336786,1.296265,1.314601,0.766785,0.854616,0.368838,0.210965,0.253677,1.470333,0.656133,1.226740,1.882409,0.511234,0.086762,0.249084,0.265061,0.043888,0.092448,0.061936,0.074260,0.039188,0.044843,0.048159,0.051714,0.039097,0.077643,0.144209,0.043324,0.064283,0.028907,0.061362,0.027169,0.035542,0.005274,0.003513,0.005806,0.013184,0.000597,0.018925,0.011656,0.005285,0.004452,0.013130,0.002763,0.008188,0.001361,0.001340,0.007839,0.016436,0.011597,0.002405,0.002827,0.005191,0.001023,0.001425,0.002728,0.001247,0.000822,0.002451,0.007780,0.010999,0.005189,0.000657,0.000503,0.001604,0.002161,0.000594,0.000831,0.000439,0.001064,0.001284,0.000620,0.000604,0.000801,0.001040,0.000315,0.000220,0.000169,0.000337,0.000126,0.000011,0.000041,0.000032,0.000039,0.000102,0.000141,0.000131,0.000067,0.000002,0.000004,0.000020,0.000008,0.000003,0.000016,0.000003,0.000006,0.000002,0.000004,0.000006,0.000006,0.000002,0.000018,0.000045,0.000001,0.000018,0.000023,0.000016,0.000002,0.000038,0.000050
4.055805,44.444610,75.469124,31.685476,21.426916,17.333054,13.037340,4.501216,0.204062,2.265872,12.810279,16.096128,7.554850,10.313620,4.943569,0.865306,1.597938,3.273562,5.202439,3.763644,1.076309,1.724367,1.891310,0.841426,1.462870,0.765724,0.892128,1.406729,2.296092,0.972575,0.162144,0.053591,0.141266,0.055426,0.033090,0.111007,0.140587,0.107792,0.013442,0.062055,0.074773,0.057544,0.028685,0.009737,0.004230,0.009146,0.018547,0.101822,0.051483,0.064374,0.118617,0.086895,0.019940,0.023462,0.035354,0.017649,0.018038,0.022809,0.007262,0.007213,0.004021,0.004972,0.002079,0.011662,0.022687,0.024601,0.021717,0.024112,0.010985,0.007288,0.007330,0.003495,0.002288,0.003109,0.000728,0.002792,0.002860,0.001853,0.002166,0.012585,0.013656,0.001182,0.003494,0.006542,0.004775,0.001376,0.001910,0.000462,0.002970,0.006963,0.007223,0.002855,0.000434,0.000252,0.000125,0.000171,0.000186,0.000698,0.001021,0.000436,0.000067,0.000014,0.000042,0.000031,0.000029,0.000060,0.000048,0.000016,0.000005,0.000001,0.000012,0.000025,0.000002,0.000023,0.000022,0.000025,0.000059,0.000035,0.000016,0.000019,0.000009,0.000007,0.000012,0.000019,0.000007,0.000004,0.000014,0.000025,0.000033,0.000011
4.105805,29.816850,64.460246,41.037206,14.774278,10.714934,10.947002,3.847770,3.591023,4.340509,0.614281,6.851206,4.204914,9.526061,2.614818,1.257000,2.638509,5.467480,6.696969,8.770521,3.559603,1.816638,1.357302,1.947062,1.454285,0.884451,0.620426,1.287074,1.659301,0.676221,0.293886,0.537285,0.737084,0.436154,0.045309,0.172115,0.098441,0.031993,0.020956,0.046646,0.053992,0.063452,0.016379,0.011425,0.016578,0.012989,0.007075,0.024230,0.061364,0.068478,0.022716,0.006301,0.007219,0.006955,0.004318,0.006228,0.010984,0.007582,0.005797,0.001858,0.014416,0.020171,0.017438,0.015283,0.008371,0.005024,0.011633,0.012534,0.010694,0.002783,0.000152,0.001615,0.000768,0.008908,0.007545,0.008213,0.005181,0.003663,0.006387,0.002952,0.000841,0.002368,0.004424,0.006470,0.004700,0.004971,0.001559,0.000936,0.001777,0.001063,0.001075,0.001645,0.000786,0.000459,0.000203,0.000178,0.000220,0.000195,0.000105,0.000108,0.000079,0.000058,0.000034,0.000014,0.000021,0.000024,0.000051,0.000024,0.000020,0.000012,0.000012,0.000026,0.000060,0.000050,0.000022,0.000006,0.000015,0.000038,0.000051,0.000024,0.000033,0.000020,0.000016,0.000015,0.000010,0.000023,0.000049,0.000023,0.000048,0.000043
